epoch,train_loss,val_loss,val_accuracy,test_accuracy
1,3.1460957328478494,2.759264588356018,0.3411764705882353,0.7044854881266491
2,2.7780240774154663,2.5711240470409393,0.3411764705882353,0.7044854881266491
3,2.680096964041392,2.481219232082367,0.3411764705882353,0.7044854881266491
4,2.5964377025763192,2.424246221780777,0.3411764705882353,0.7044854881266491
5,2.5470961034297943,2.383338749408722,0.3411764705882353,0.7044854881266491
6,2.544339189926783,2.3616759181022644,0.3411764705882353,0.7044854881266491
7,2.498403982983695,2.34854319691658,0.3411764705882353,0.7044854881266491
8,2.4769417395194373,2.320838689804077,0.3411764705882353,0.7044854881266491
9,2.447518606980642,2.2998274862766266,0.3411764705882353,0.7044854881266491
10,2.4218717416127524,2.290038526058197,0.3411764705882353,0.7044854881266491
11,2.4053461286756725,2.2765396535396576,0.3411764705882353,0.7044854881266491
12,2.379378378391266,2.2738079726696014,0.3411764705882353,0.7044854881266491
13,2.3622917003101773,2.261631667613983,0.3411764705882353,0.7044854881266491
14,2.361042865448528,2.2444117218255997,0.3411764705882353,0.7044854881266491
15,2.3421126008033752,2.238592281937599,0.3411764705882353,0.7044854881266491
16,2.3407370299100876,2.2330488562583923,0.3411764705882353,0.7044854881266491
17,2.307353208462397,2.212364360690117,0.3411764705882353,0.7044854881266491
18,2.2872940798600516,2.2095025181770325,0.3411764705882353,0.7044854881266491
19,2.2912040733628802,2.206059455871582,0.3411764705882353,0.7044854881266491
20,2.2773137953546314,2.1983566880226135,0.3411764705882353,0.7044854881266491
21,2.260128292772505,2.1893254220485687,0.3411764705882353,0.7044854881266491
22,2.2810646676354938,2.180701360106468,0.3411764705882353,0.7044854881266491
23,2.2601064112451343,2.1760924458503723,0.3411764705882353,0.7044854881266491
24,2.2424804733859167,2.16958050429821,0.3411764705882353,0.7044854881266491
25,2.244943776064449,2.1667882949113846,0.3411764705882353,0.7044854881266491
26,2.226450921760665,2.1633189618587494,0.3411764705882353,0.7044854881266491
27,2.236587420105934,2.1612037122249603,0.3411764705882353,0.7044854881266491
28,2.208752613928583,2.1515810787677765,0.3411764705882353,0.7044854881266491
29,2.2211282369163303,2.141884282231331,0.3411764705882353,0.7044854881266491
30,2.201548164089521,2.1435336023569107,0.3411764705882353,0.7044854881266491
31,2.205726603666941,2.1411986649036407,0.3411764705882353,0.7044854881266491
32,2.174068108201027,2.128714755177498,0.3411764705882353,0.7044854881266491
33,2.197011182705561,2.1275961995124817,0.3411764705882353,0.7044854881266491
34,2.2061080949174032,2.118725374341011,0.3411764705882353,0.7044854881266491
35,2.1786957250701056,2.1238654255867004,0.3411764705882353,0.7044854881266491
36,2.1570329351557627,2.114786922931671,0.3411764705882353,0.7044854881266491
37,2.1599502149555416,2.119468316435814,0.3411764705882353,0.7044854881266491
38,2.155067887571123,2.1056287437677383,0.3411764705882353,0.7044854881266491
39,2.151332843634817,2.1074170023202896,0.3411764705882353,0.7044854881266491
40,2.149358770913548,2.103871062397957,0.3411764705882353,0.7044854881266491
41,2.1775873237186008,2.0995747596025467,0.3411764705882353,0.7044854881266491
42,2.129531959692637,2.1016185730695724,0.3411764705882353,0.7044854881266491
43,2.133035828669866,2.099185898900032,0.3411764705882353,0.7044854881266491
44,2.1383970595068402,2.0957154035568237,0.3411764705882353,0.7044854881266491
45,2.1272749685578876,2.0870148837566376,0.3411764705882353,0.7044854881266491
46,2.1318843828307257,2.0906454026699066,0.3411764705882353,0.7044854881266491
47,2.1054620328876705,2.085156664252281,0.3411764705882353,0.7044854881266491
48,2.123682599928644,2.0853636860847473,0.3411764705882353,0.7044854881266491
49,2.119670291741689,2.089350923895836,0.3411764705882353,0.7044854881266491
50,2.098673305577702,2.076825574040413,0.3411764705882353,0.7044854881266491
